,X,O,pred,diff
1336,live,O,O,0
1337,life,O,O,0
1338,peacefully,O,O,0
1339,.,O,O,0
1340,URL88,O,O,0
1341,Figurative,O,O,0
1342,speech,O,O,0
1343,#Englishmajors,O,O,0
1344,help,O,O,0
1345,me,O,O,0
1346,out,O,O,0
1347,:,O,O,0
1348,"""",O,O,0
1349,Twenty,O,O,0
1350,sails,O,O,0
1351,came,O,O,0
1352,into,O,O,0
1353,the,O,O,0
1354,harbor,O,O,0
1355,"""",O,O,0
1356,is,O,O,0
1357,an,O,O,0
1358,example,O,O,0
1359,of,O,O,0
1360,_____________,O,O,0
1361,?,O,O,0
1362,What,O,O,0
1363,figurative,O,O,0
1364,type,O,O,0
1365,?,O,O,0
1366,Forgiveness,O,O,0
1367,can,O,O,0
1368,not,O,O,0
1369,be,O,O,0
1370,given,O,O,0
1371,for,O,O,0
1372,those,O,O,0
1373,who,O,O,0
1374,choose,O,O,0
1375,to,O,O,0
1376,use,O,O,0
1379,in,O,O,0
1380,a,O,O,0
1381,business,O,O,0
1382,web,O,O,0
1383,application,O,O,0
1384,.,O,O,0
1385,#ui,O,O,0
1386,#fail,O,O,0
1387,Good,O,O,0
1388,Morning,O,O,0
1389,Gothtober,O,O,0
1390,#BLANKtober,O,O,0
1393,Indoor,O,O,0
1394,Garden,O,O,0
1395,Green,O,O,0
1396,Pots,O,O,0
1397,(,O,O,0
1398,Green,O,O,0
1399,),O,O,0
1400,£,O,O,0
1401,13.94,O,O,0
1402,[,O,O,0
1403,SAVE,O,O,0
1404,£,O,O,0
1405,6.05,O,O,0
1406,],O,O,0
1407,>>,O,O,0
1408,URL13,O,O,0
1409,#bargains,O,O,0
1410,#deals,O,O,0
1411,10.27.10,O,O,0
1414,"""",O,O,0
1417,"""",O,O,0
1418,Guhhh,O,O,0
1419,deeeh,O,O,0
1420,you,O,O,0
1421,!,O,O,0
1422,HIGHHHHHH,O,O,0
1423,@USER1784,O,O,0
1424,:),O,O,0
1425,Had,O,O,0
1426,Fun,O,O,0
1427,",",O,O,0
1428,Now,O,O,0
1429,I,O,O,0
1430,'m,O,O,0
1431,Omw,O,O,0
1432,To,O,O,0
1433,My,O,O,0
1434,Gma,O,O,0
1435,House,O,O,0
1436,For,O,O,0
1437,Her,O,O,0
1438,Birthday,O,O,0
1439,Happy,O,O,0
1440,Guys,O,O,0
1441,Finish,O,O,0
1442,Last,O,O,0
1443,-,O,O,0
1444,EmpowHER.com,O,O,0
1445,URL156,O,O,0
1446,vía,O,O,0
1447,@USER1854,O,O,0
1448,Happy,O,O,0
1449,Main,O,O,0
1450,Event,O,O,0
1451,Day,O,O,0
1452,!,O,O,0
1453,GL,O,O,0
1454,to,O,O,0
1455,all,O,O,0
1456,who,O,O,0
1457,are,O,O,0
1458,playing,O,O,0
1459,on,O,O,0
1460,Day,O,O,0
1461,1A,O,O,0
1462,.,O,O,0
1463,Action,O,O,0
1464,begins,O,O,0
1465,at,O,O,0
1466,3,O,O,0
1467,ET,O,O,0
1468,.,O,O,0
1469,Have,O,O,0
1470,#PR,O,O,0
1471,pros,O,O,0
1472,noticed,O,O,0
1473,this,O,O,0
1474,like,O,O,0
1475,#HR,O,O,0
1476,pros,O,O,0
1477,have,O,O,0
1478,?,O,O,0
1479,RT,O,O,0
1480,@USER885,O,O,0
1481,:,O,O,0
1482,Is,O,O,0
1483,HR,O,O,0
1484,morphing,O,O,0
1485,into,O,O,0
1486,PR,O,O,0
1487,?,O,O,0
1488,Read,O,O,0
1489,and,O,O,0
1490,comment,O,O,0
1491,:,O,O,0
1492,URL39,O,O,0
1493,Having,O,O,0
1494,lunch,O,O,0
1495,at,O,O,0
1496,lp,O,O,0
1497,with,O,O,0
1498,2,O,O,0
1499,great,O,O,0
1500,&,O,O,0
1501,funny,O,O,0
1502,people,O,O,0
1503,@USER2359,O,O,0
1504,&&,O,O,0
1505,@USER2214,O,O,0
1506,How,O,O,0
1507,to,O,O,0
1508,Find,O,O,0
1509,And,O,O,0
1510,Cultivate,O,O,0
1511,Your,O,O,0
1512,Passion,O,O,0
1513,I,O,O,0
1514,'d,O,O,0
1515,like,O,O,0
1516,to,O,O,0
1517,take,O,O,0
1518,this,O,O,0
1519,over,O,O,0
1520,",",O,O,0
1521,",",O,O,0
1522,what,O,O,0
1523,I,O,O,0
1524,'m,O,O,0
1525,tryin',O,O,0
1526,to,O,O,0
1527,say,O,O,0
1528,is,O,O,0
1529,you,O,O,0
1530,should,O,O,0
1531,be,O,O,0
1532,mine,O,O,0
1533,..,O,O,0
1534,I,O,O,0
1535,'m,O,O,0
1536,at,O,O,0
1539,.,O,O,0
1540,URL8,O,O,0
1541,I,O,O,0
1542,'m,O,O,0
1543,at,O,O,0
1545,(,O,O,0
1554,),O,O,0
1555,.,O,O,0
1556,URL5,O,O,0
1557,I,O,O,0
1558,ai,O,O,0
1559,n't,O,O,0
1560,cheat,O,O,0
1561,I,O,O,0
1562,played,O,O,0
1563,the,O,O,0
1564,hand,O,O,0
1565,I,O,O,0
1566,dealt,O,O,0
1567,!,O,O,0
1568,I,O,O,0
1569,am,O,O,0
1570,in,O,O,0
1571,concurrence,O,O,0
1572,...,O,O,0
1573,Lol,O,O,0
1574,RT,O,O,0
1575,@USER2558,O,O,0
1576,:,O,O,0
1577,@USER923,O,O,0
1578,ex,O,O,0
1579,then,O,O,0
1580,lol,O,O,0
1581,I,O,O,0
1582,call,O,O,0
1583,my,O,O,0
1584,dad,O,O,0
1585,and,O,O,0
1586,this,O,O,0
1587,dude,O,O,0
1588,is,O,O,0
1589,blasting,O,O,0
1590,music,O,O,0
1591,.,O,O,0
1592,I,O,O,0
1593,ca,O,O,0
1594,nt,O,O,0
1595,understand,O,O,0
1596,him,O,O,0
1597,and,O,O,0
1598,he,O,O,0
1599,keeps,O,O,0
1600,saying,O,O,0
1601,"""",O,O,0
1602,what,O,O,0
1603,?,O,O,0
1604,"""",O,O,0
1605,.,O,O,0
1606,Does,O,O,0
1607,n't,O,O,0
1608,that,O,O,0
1609,mean,O,O,0
1610,turn,O,O,0
1611,down,O,O,0
1612,the,O,O,0
1613,music,O,O,0
1614,?,O,O,0
1615,=_=,O,O,0
1616,I,O,O,0
1617,do,O,O,0
1618,n't,O,O,0
1619,mean,O,O,0
1620,to,O,O,0
1621,stay,O,O,0
1622,awake,O,O,0
1623,at,O,O,0
1624,this,O,O,0
1625,hour,O,O,0
1626,.,O,O,0
1627,But,O,O,0
1628,that,O,O,0
1629,is,O,O,0
1630,what,O,O,0
1631,the,O,O,0
1632,poorest,O,O,0
1633,of,O,O,0
1634,all,O,O,0
1635,network,O,O,0
1636,would,O,O,0
1637,do,O,O,0
1638,you,O,O,0
1639,when,O,O,0
1640,you,O,O,0
1641,try,O,O,0
1642,to,O,O,0
1643,download,O,O,0
1644,!,O,O,0
1645,I,O,O,0
1646,do,O,O,0
1647,n't,O,O,0
1648,see,O,O,0
1649,how,O,O,0
1650,a,O,O,0
1651,pumpkin,O,O,0
1652,patch,O,O,0
1653,can,O,O,0
1654,be,O,O,0
1655,more,O,O,0
1656,sincere,O,O,0
1657,than,O,O,0
1658,this,O,O,0
1659,one,O,O,0
1660,I,O,O,0
1661,do,O,O,0
1662,n't,O,O,0
1663,want,O,O,0
1664,any,O,O,0
1665,of,O,O,0
1666,these,O,O,0
1667,people,O,O,0
1668,in,O,O,0
1669,my,O,O,0
1670,house,O,O,0
1671,right,O,O,0
1672,now,O,O,0
1673,",",O,O,0
1674,do,O,O,0
1675,n't,O,O,0
1676,have,O,O,0
1677,anything,O,O,0
1678,to,O,O,0
1679,talk,O,O,0
1680,about,O,O,0
1681,",",O,O,0
1682,going,O,O,0
1683,to,O,O,0
1684,bed,O,O,0
1685,I,O,O,0
1686,forgot,O,O,0
1687,just,O,O,0
1688,how,O,O,0
1689,good,O,O,0
1692,truly,O,O,0
1693,is,O,O,0
1694,......,O,O,0
1695,Thanks,O,O,0
1696,TIm,O,O,0
1697,O,O,O,0
1698,I,O,O,0
1699,hate,O,O,0
1700,how,O,O,0
1701,I,O,O,0
1702,am,O,O,0
1703,sometimes,O,O,0
1704,",",O,O,0
1705,it,O,O,0
1706,really,O,O,0
1707,sucks,O,O,0
1708,and,O,O,0
1709,I,O,O,0
1710,over,O,O,0
1711,think,O,O,0
1712,.,O,O,0
1713,I,O,O,0
1714,made,O,O,0
1715,$,O,O,0
1716,300,O,O,0
1717,.,O,O,0
1718,That,O,O,0
1719,is,O,O,0
1720,on,O,O,0
1721,top,O,O,0
1722,of,O,O,0
1723,the,O,O,0
1724,$,O,O,0
1725,550,O,O,0
1726,I,O,O,0
1727,'ve,O,O,0
1728,made,O,O,0
1729,earlier,O,O,0
1730,on,O,O,0
1731,this,O,O,0
1732,trip,O,O,0
1733,.,O,O,0
1734,Not,O,O,0
1735,bad,O,O,0
1736,if,O,O,0
1737,I,O,O,0
1738,do,O,O,0
1739,say,O,O,0
1740,so,O,O,0
1741,myself,O,O,0
1742,.,O,O,0
1743,I,O,O,0
1744,posted,O,O,0
1745,11,O,O,0
1746,photos,O,O,0
1747,on,O,O,0
1749,in,O,O,0
1750,the,O,O,0
1751,album,O,O,0
1752,"""",O,O,0
1753,October,O,O,0
1754,26,O,O,0
1755,",",O,O,0
1756,2010,O,O,0
1757,"""",O,O,0
1758,URL67,O,O,0
1759,I,O,O,0
1760,think,O,O,0
1761,I,O,O,0
1762,do,O,O,0
1763,+_O,O,O,0
1764,"""",O,O,0
1765,you,O,O,0
1766,'re,O,O,0
1767,sick,O,O,0
1768,"""",O,O,0
1769,RT,O,O,0
1770,@USER878,O,O,0
1771,:,O,O,0
1772,Lmao,O,O,0
1773,u,O,O,0
1774,do,O,O,0
1775,n,O,O,0
1776,even,O,O,0
1777,know,O,O,0
1778,what,O,O,0
1779,that,O,O,0
1780,means,O,O,0
1781,RT,O,O,0
1782,@USER862,O,O,0
1783,:,O,O,0
1784,Lol,O,O,0
1785,nawe,O,O,0
1786,lol,O,O,0
1787,RT,O,O,0
1788,I,O,O,0
1789,think,O,O,0
1790,jawn,O,O,0
1791,was,O,O,0
1792,tryna,O,O,0
1793,be,O,O,0
1794,smart,O,O,0
1795,talk'n,O,O,0
1796,bout,O,O,0
1797,da,O,O,0
1798,baul,O,O,0
1799,little,O,O,0
1800,do,O,O,0
1801,she,O,O,0
1802,know,O,O,0
1803,I,O,O,0
1804,d,O,O,0
1805,nt,O,O,0
1806,give,O,O,0
1807,two,O,O,0
1808,shits,O,O,0
1809,about,O,O,0
1810,none,O,O,0
1811,of,O,O,0
1812,these,O,O,0
1815,'s,O,O,0
1816,.,O,O,0
1817,I,O,O,0
1818,wan,O,O,0
1819,na,O,O,0
1820,do,O,O,0
1821,something,O,O,0
1822,tonight,O,O,0
1823,.,O,O,0
1824,I,O,O,0
1825,want,O,O,0
1827,food,O,O,0
1828,If,O,O,0
1829,you,O,O,0
1830,can,O,O,0
1831,see,O,O,0
1832,only,O,O,0
1833,one,O,O,0
1835,documentary,O,O,0
1836,this,O,O,0
1837,year,O,O,0
1838,",",O,O,0
1839,I,O,O,0
1840,recommend,O,O,0
1846,.,O,O,0
1847,URL2,O,O,0
1848,It,O,O,0
1849,'s,O,O,0
1850,raining,O,O,0
1851,!!,O,O,0
1852,,O,O,0
1853,It,O,O,0
1854,s,O,O,0
1855,the,O,O,0
1856,little,O,O,0
1857,things,O,O,0
1858,that,O,O,0
1859,strengthen,O,O,0
1860,my,O,O,0
1861,tiny,O,O,0
1862,wings,O,O,0
1863,.,O,O,0
1864,Know,O,O,0
1865,the,O,O,0
1866,Professionals,O,O,0
1867,",",O,O,0
1868,Information,O,O,0
1869,and,O,O,0
1870,facts,O,O,0
1871,on,O,O,0
1872,Cosmetic,O,O,0
1873,Dentist,O,O,0
1874,Procedures,O,O,0
1875,and,O,O,0
1876,Treatments,O,O,0
1877,:,O,O,0
1878,Anybody,O,O,0
1879,unfamiliar,O,O,0
1880,...,O,O,0
1881,URL50,O,O,0
1882,Lol,O,O,0
1883,welcome,O,O,0
1884,to,O,O,0
1886,@USER2290,O,O,0
1889,LIVE,O,O,0
1890,snap,O,O,0
1891,Video,O,O,0
1892,Baby,O,O,0
1893,Monitor,O,O,0
1894,(,O,O,0
1895,White,O,O,0
1896,),O,O,0
1897,:,O,O,0
1898,Get,O,O,0
1899,The,O,O,0
1900,Lowest,O,O,0
1901,Prices,O,O,0
1902,On,O,O,0
1903,NEW,O,O,0
1905,LW2003,O,O,0
1906,LIVE,O,O,0
1907,snap,O,O,0
1908,Video,O,O,0
1909,Bab,O,O,0
1910,...,O,O,0
1911,URL41,O,O,0
1912,MATCHES,O,O,0
1913,YA,O,O,0
1914,FACE,O,O,0
1915,SO,O,O,0
1916,YOU,O,O,0
1917,COOL,O,O,0
1918,.,O,O,0
1919,RT,O,O,0
1920,@USER1964,O,O,0
1921,:,O,O,0
1922,@USER127,O,O,0
1923,it,O,O,0
1924,s,O,O,0
1925,growing,O,O,0
1926,but,O,O,0
1927,it,O,O,0
1928,s,O,O,0
1929,at,O,O,0
1930,this,O,O,0
1931,ugly,O,O,0
1932,stage,O,O,0
1933,:(,O,O,0
1934,Me,O,O,0
1935,too,O,O,0
1936,",",O,O,0
1937,me,O,O,0
1938,too,O,O,0
1939,",",O,O,0
1940,me,O,O,0
1941,too,O,O,0
1942,RT,O,O,0
1943,@USER1524,O,O,0
1944,@USER2374,O,O,0
1945,i,O,O,0
1946,hope,O,O,0
1947,u,O,O,0
1948,come,O,O,0
1949,i,O,O,0
1950,hope,O,O,0
1951,u,O,O,0
1952,come,O,O,0
1953,i,O,O,0
1954,hope,O,O,0
1955,u,O,O,0
1956,come,O,O,0
1957,My,O,O,0
1958,book,O,O,0
1959,trailer,O,O,0
1960,-,O,O,0
1961,WORST,O,O,0
1962,SINGING,O,O,0
1963,EVER,O,O,0
1964,!,O,O,0
1965,YAY,O,O,0
1966,!,O,O,0
1967,:,O,O,0
1968,URL147,O,O,0
1969,My,O,O,0
1970,friends,O,O,0
1971,category,O,O,0
1972,is,O,O,0
1973,odd,O,O,0
1974,again,O,O,0
1975,-.-,O,O,0
1976,New,O,O,0
1981,#apple,O,O,0
1982,URL138,O,O,0
1983,New,O,O,0
1985,Highway,O,O,0
1986,Signs,O,O,0
1987,Welcome,O,O,0
1988,Motorists,O,O,0
1989,To,O,O,0
1990,"""",O,O,0
1991,Most,O,O,0
1992,Military,O,O,0
1993,Friendly,O,O,0
1994,State,O,O,0
1995,"""",O,O,0
1996,:,O,O,0
1997,New,O,O,0
1998,signs,O,O,0
1999,going,O,O,0
2000,up,O,O,0
2001,on,O,O,0
2002,the,O,O,0
2003,major,O,O,0
2004,highways,O,O,0
2005,...,O,O,0
2006,URL37,O,O,0
2007,Noo,O,O,0
2008,it,O,O,0
2009,s,O,O,0
2010,not,O,O,0
2011,cuss,O,O,0
2012,you,O,O,0
2013,have,O,O,0
2014,swag,O,O,0
2015,andd,O,O,0
2016,you,O,O,0
2017,wo,O,O,0
2018,nt,O,O,0
2019,look,O,O,0
2020,dumb,O,O,0
2021,!,O,O,0
2022,@USER2646,O,O,0
2023,!!,O,O,0
2026,3Q,O,O,0
2027,profit,O,O,0
2028,rises,O,O,0
2029,",",O,O,0
2030,boosts,O,O,0
2031,forecast,O,O,0
2032,(,O,O,0
2033,AP,O,O,0
2034,),O,O,0
2035,:,O,O,0
2037,-,O,O,0
2038,Defense,O,O,0
2039,contractor,O,O,0
2043,say,O,O,0
2044,...,O,O,0
2045,URL24,O,O,0
2046,Not,O,O,0
2047,too,O,O,0
2048,bad,O,O,0
2049,for,O,O,0
2050,missing,O,O,0
2051,two,O,O,0
2052,labs,O,O,0
2053,before,O,O,0
2054,that,O,O,0
2055,!,O,O,0
2056,On,O,O,0
2057,eve,O,O,0
2058,of,O,O,0
2060,debut,O,O,0
2061,",",O,O,0
2064,learned,O,O,0
2065,of,O,O,0
2067,lien,O,O,0
2068,",",O,O,0
2069,fight,O,O,0
2070,purse,O,O,0
2071,withheld,O,O,0
2072,URL177,O,O,0
2073,Oo,O,O,0
2074,yeaa,O,O,0
2075,ii,O,O,0
2076,hear,O,O,0
2077,thunda,O,O,0
2078,!,O,O,0
2079,Rainnn,O,O,0
2080,kum,O,O,0
2081,onnnnnn,O,O,0
2082,Pain,O,O,0
2083,is,O,O,0
2084,pleasure,O,O,0
2085,People,O,O,0
2086,in,O,O,0
2087,school,O,O,0
2088,thought,O,O,0
2089,my,O,O,0
2090,shoes,O,O,0
2091,were,O,O,0
2092,so,O,O,0
2093,sick,O,O,0
2094,today,O,O,0
2095,.,O,O,0
2096,alala,O,O,0
2097,.,O,O,0
2099,wanted,O,O,0
2100,to,O,O,0
2101,take,O,O,0
2102,them,O,O,0
2103,:)),O,O,0
2104,and,O,O,0
2106,and,O,O,0
2108,tried,O,O,0
2109,to,O,O,0
2110,wear,O,O,0
2111,it,O,O,0
2112,.,O,O,0
2113,fun,O,O,0
2114,day,O,O,0
2115,.,O,O,0
2116,Phoooonneeeeeeeeee,O,O,0
2117,with,O,O,0
2118,my,O,O,0
2119,wife,O,O,0
2120,!,O,O,0
2121,Pretty,O,O,0
2122,simple,O,O,0
2123,actually,O,O,0
2124,.,O,O,0
2125,-,O,O,0
2126,The,O,O,0
2127,DataContext,O,O,0
2128,will,O,O,0
2129,tunnel,O,O,0
2130,down,O,O,0
2131,to,O,O,0
2132,controls,O,O,0
2133,below,O,O,0
2134,it,O,O,0
2135,in,O,O,0
2136,the,O,O,0
2137,tree,O,O,0
2138,.,O,O,0
2139,-,O,O,0
2140,The,O,O,0
2141,ListBox,O,O,0
2142,...,O,O,0
2143,URL31,O,O,0
2144,#WPF,O,O,0
2145,#2010,O,O,0
2146,Public,O,O,0
2147,and,O,O,0
2148,private,O,O,0
2149,jobs,O,O,0
2150,|,O,O,0
2153,:,O,O,0
2154,The,O,O,0
2155,wife,O,O,0
2156,and,O,O,0
2157,I,O,O,0
2158,used,O,O,0
2159,to,O,O,0
2160,work,O,O,0
2161,retail,O,O,0
2162,for,O,O,0
2163,the,O,O,0
2167,.,O,O,0
2168,If,O,O,0
2169,our,O,O,0
2170,pa,O,O,0
2171,...,O,O,0
2172,URL18,O,O,0
2173,Q,O,O,0
2174,:,O,O,0
2175,So,O,O,0
2176,",",O,O,0
2177,if,O,O,0
2178,I,O,O,0
2179,may,O,O,0
2180,ask,O,O,0
2181,",",O,O,0
2182,how,O,O,0
2183,would,O,O,0
2184,we,O,O,0
2185,"""",O,O,0
2186,meet,O,O,0
2187,u,O,O,0
2188,...,O,O,0
2189,A,O,O,0
2190,:,O,O,0
2191,Lol,O,O,0
2192,.,O,O,0
2193,I,O,O,0
2194,have,O,O,0
2195,no,O,O,0
2196,clue,O,O,0
2197,and,O,O,0
2198,yes,O,O,0
2199,I,O,O,0
2200,would,O,O,0
2201,",",O,O,0
2202,i,O,O,0
2203,...,O,O,0
2204,:,O,O,0
2205,URL210,O,O,0
2206,RT,O,O,0
2207,@USER93,O,O,0
2208,:,O,O,0
2209,@USER1691,O,O,0
2210,@USER1809,O,O,0
2211,@USER2600,O,O,0
2212,@USER2628,O,O,0
2213,Chck,O,O,0
2214,out,O,O,0
2215,I,O,O,0
2216,CAN,O,O,0
2217,RAP,O,O,0
2218,!,O,O,0
2219,URL216,O,O,0
2220,&,O,O,0
2221,the,O,O,0
2222,TAKEOVER,O,O,0
2223,!,O,O,0
2224,URL214,O,O,0
2225,...,O,O,0
2226,RT,O,O,0
2227,@USER237,O,O,0
2228,:,O,O,0
2229,d-town,O,O,0
2230,!,O,O,0
2231,RT,O,O,0
2232,@USER243,O,O,0
2233,:,O,O,0
2236,hates,O,O,0
2237,it,O,O,0
2238,when,O,O,0
2239,cameramen,O,O,0
2240,zoom,O,O,0
2241,in,O,O,0
2242,too,O,O,0
2243,close,O,O,0
2244,.,O,O,0
2245,#CelebsFacts,O,O,0
2246,RT,O,O,0
2247,@USER337,O,O,0
2248,:,O,O,0
2249,I,O,O,0
2250,just,O,O,0
2251,missed,O,O,0
2252,the,O,O,0
2253,best,O,O,0
2255,opportunity,O,O,0
2256,smh,O,O,0
2257,..,O,O,0
2258,This,O,O,0
2259,nigga,O,O,0
2260,was,O,O,0
2261,bald,O,O,0
2262,all,O,O,0
2263,over,O,O,0
2264,but,O,O,0
2265,had,O,O,0
2266,a,O,O,0
2267,pony,O,O,0
2268,tail,O,O,0
2269,of,O,O,0
2270,dreads,O,O,0
2271,lol,O,O,0
2272,<-,O,O,0
2273,,O,O,0
2274,RT,O,O,0
2275,@USER410,O,O,0
2276,:,O,O,0
2277,Staring,O,O,0
2278,at,O,O,0
2279,a,O,O,0
2280,hot,O,O,0
2281,guy,O,O,0
2282,and,O,O,0
2283,thinking,O,O,0
2284,...,O,O,0
2285,We,O,O,0
2286,are,O,O,0
2287,going,O,O,0
2288,to,O,O,0
2289,make,O,O,0
2290,beautiful,O,O,0
2291,babies,O,O,0
2292,.,O,O,0
2293,RT,O,O,0
2294,@USER465,O,O,0
2295,:,O,O,0
2296,Damn,O,O,0
2297,",",O,O,0
2298,when,O,O,0
2299,u,O,O,0
2300,hit,O,O,0
2301,your,O,O,0
2302,toe,O,O,0
2303,on,O,O,0
2304,the,O,O,0
2305,door,O,O,0
2306,you,O,O,0
2307,wan,O,O,0
2308,na,O,O,0
2309,say,O,O,0
2310,every,O,O,0
2311,cuss,O,O,0
2312,word,O,O,0
2313,you,O,O,0
2314,know,O,O,0
2315,RT,O,O,0
2316,@USER521,O,O,0
2317,:,O,O,0
2318,"""",O,O,0
2319,Do,O,O,0
2320,what,O,O,0
2321,you,O,O,0
2322,can,O,O,0
2323,",",O,O,0
2324,with,O,O,0
2325,what,O,O,0
2326,you,O,O,0
2327,have,O,O,0
2328,",",O,O,0
2329,where,O,O,0
2330,you,O,O,0
2331,are,O,O,0
2332,.,O,O,0
2333,"""",O,O,0
2334,-,O,O,0
2337,RT,O,O,0
2338,@USER887,O,O,0
2339,:,O,O,0
2340,when,O,O,0
2341,in,O,O,0
2342,a,O,O,0
2343,relationship,O,O,0
2344,You,O,O,0
2345,need,O,O,0
2346,to,O,O,0
2347,understand,O,O,0
2348,the,O,O,0
2349,other,O,O,0
2350,person,O,O,0
2351,feelings,O,O,0
2352,besides,O,O,0
2353,yours,O,O,0
2354,.,O,O,0
2355,RT,O,O,0
2356,@USER951,O,O,0
2357,:,O,O,0
2358,Just,O,O,0
2359,seen,O,O,0
2360,one,O,O,0
2361,of,O,O,0
2362,my,O,O,0
2363,favorite,O,O,0
2364,people,O,O,0
2365,@USER1297,O,O,0
2366,...,O,O,0
2367,I,O,O,0
2368,love,O,O,0
2369,her,O,O,0
2370,I,O,O,0
2371,swear,O,O,0
2372,.,O,O,0
2373,Muah,O,O,0
2374,!,O,O,0
2375,**,O,O,0
2376,awwyyy,O,O,0
2377,!,O,O,0
2378,Me,O,O,0
2379,heart,O,O,0
2380,yu,O,O,0
2381,4x,O,O,0
2382,more,O,O,0
2383,loveeee,O,O,0
2384,!,O,O,0
2385,RT,O,O,0
2386,@USER1119,O,O,0
2387,:,O,O,0
2388,I,O,O,0
2389,wish,O,O,0
2390,someone,O,O,0
2391,would,O,O,0
2392,have,O,O,0
2393,told,O,O,0
2394,me,O,O,0
2395,that,O,O,0
2396,it,O,O,0
2397,'s,O,O,0
2398,okay,O,O,0
2399,to,O,O,0
2400,cry,O,O,0
2401,over,O,O,0
2402,nothing,O,O,0
2403,and,O,O,0
2404,everything,O,O,0
2405,for,O,O,0
2406,a,O,O,0
2407,little,O,O,0
2408,while,O,O,0
2409,.,O,O,0
2410,#HuggiesMom,O,O,0
2411,RT,O,O,0
2412,@USER1135,O,O,0
2413,:,O,O,0
2414,Billionaires,O,O,0
2415,/,O,O,0
2416,CEOs,O,O,0
2417,throwing,O,O,0
2418,massive,O,O,0
2419,$$$,O,O,0
2420,into,O,O,0
2421,front,O,O,0
2422,Orgs,O,O,0
2423,since,O,O,0
2426,.,O,O,0
2427,They,O,O,0
2428,plan,O,O,0
2429,to,O,O,0
2433,in,O,O,0
2434,201,O,O,0
2435,...,O,O,0
2436,RT,O,O,0
2437,@USER1191,O,O,0
2438,:,O,O,0
2439,I,O,O,0
2440,never,O,O,0
2441,bought,O,O,0
2442,candy,O,O,0
2443,bars,O,O,0
2444,from,O,O,0
2445,those,O,O,0
2446,kids,O,O,0
2447,on,O,O,0
2448,my,O,O,0
2449,doorstep,O,O,0
2450,so,O,O,0
2451,I,O,O,0
2452,guess,O,O,0
2453,they,O,O,0
2454,’re,O,O,0
2455,all,O,O,0
2456,in,O,O,0
2457,gangs,O,O,0
2458,now,O,O,0
2459,.,O,O,0
2460,RT,O,O,0
2461,@USER1226,O,O,0
2462,:,O,O,0
2463,@USER1642,O,O,0
2464,lol,O,O,0
2465,you,O,O,0
2466,know,O,O,0
2467,i,O,O,0
2468,m,O,O,0
2469,down,O,O,0
2470,like,O,O,0
2471,4,O,O,0
2472,flats,O,O,0
2473,on,O,O,0
2474,a,O,O,0
2475,cadillac,O,O,0
2476,...,O,O,0
2477,lol,O,O,0
2478,wut,O,O,0
2479,it,O,O,0
2480,do,O,O,0
2481,??,O,O,0
2482,||,O,O,0
2483,Haha,O,O,0
2484,!,O,O,0
2485,love,O,O,0
2486,it,O,O,0
2487,RT,O,O,0
2488,@USER1233,O,O,0
2489,:,O,O,0
2490,Eat,O,O,0
2491,that,O,O,0
2492,pussc,O,O,0
2493,like,O,O,0
2494,cold,O,O,0
2495,pizza,O,O,0
2496,lol,O,O,0
2497,RT,O,O,0
2498,@USER1388,O,O,0
2499,:,O,O,0
2500,I,O,O,0
2501,rather,O,O,0
2502,watch,O,O,0
2503,water,O,O,0
2504,boil,O,O,0
2505,......,O,O,0
2506,RT,O,O,0
2507,@USER1438,O,O,0
2508,:,O,O,0
2509,#Quote,O,O,0
2510,of,O,O,0
2511,the,O,O,0
2512,day,O,O,0
2513,:,O,O,0
2514,"""",O,O,0
2515,Fear,O,O,0
2516,is,O,O,0
2517,just,O,O,0
2518,as,O,O,0
2519,contagious,O,O,0
2520,as,O,O,0
2521,courage,O,O,0
2522,.,O,O,0
2523,Your,O,O,0
2524,choice,O,O,0
2525,.,O,O,0
2526,"""",O,O,0
2527,RT,O,O,0
2528,@USER1497,O,O,0
2529,:,O,O,0
2530,You,O,O,0
2531,aint,O,O,0
2532,sh*t,O,O,0
2533,.,O,O,0
2534,RT,O,O,0
2535,@USER1583,O,O,0
2536,:,O,O,0
2537,you,O,O,0
2538,do,O,O,0
2539,nt,O,O,0
2540,know,O,O,0
2541,shit,O,O,0
2542,",",O,O,0
2543,about,O,O,0
2544,shit,O,O,0
2545,RT,O,O,0
2546,@USER1594,O,O,0
2547,:,O,O,0
2548,#nsnweekend,O,O,0
2549,how,O,O,0
2550,can,O,O,0
2551,people,O,O,0
2552,choose,O,O,0
2553,there,O,O,0
2554,favourite,O,O,0
2555,performance,O,O,0
2556,",",O,O,0
2557,the,O,O,0
2558,whole,O,O,0
2559,thing,O,O,0
2560,was,O,O,0
2561,perfect,O,O,0
2562,!,O,O,0
2563,RT,O,O,0
2564,@USER1818,O,O,0
2565,:,O,O,0
2566,Home,O,O,0
2567,Opener,O,O,0
2568,is,O,O,0
2569,2,O,O,0
2570,days,O,O,0
2571,away,O,O,0
2572,.,O,O,0
2573,Need,O,O,0
2574,a,O,O,0
2575,costume,O,O,0
2576,?,O,O,0
2577,1st,O,O,0
2578,5000,O,O,0
2579,fans,O,O,0
2580,get,O,O,0
2581,a,O,O,0
2583,black,O,O,0
2584,&,O,O,0
2585,orange,O,O,0
2586,@USER146,O,O,0
2587,yth,O,O,0
2588,jersey,O,O,0
2589,URL0,O,O,0
2590,...,O,O,0
