X,O,pred,diff
Mr.,O,LOC,1
Mikes,O,LOC,1
.,O,O,0
URL8,O,O,0
I,O,O,0
'm,O,O,0
at,O,O,0
Scopa,LOC,LOC,0
(,O,O,0
109A,LOC,LOC,0
Plaza,LOC,LOC,0
St.,LOC,LOC,0
",",LOC,O,1
Healdsburg,LOC,LOC,0
Ave.,LOC,LOC,0
",",LOC,O,1
Healdsburg,LOC,LOC,0
),O,O,0
.,O,O,0
URL5,O,O,0
I,O,O,0
ai,O,O,0
n't,O,O,0
cheat,O,O,0
I,O,O,0
played,O,O,0
the,O,O,0
hand,O,O,0
I,O,O,0
dealt,O,O,0
!,O,O,0
I,O,O,0
am,O,O,0
in,O,O,0
concurrence,O,O,0
...,O,O,0
Lol,O,O,0
RT,O,O,0
@USER2558,O,O,0
:,O,O,0
@USER923,O,O,0
ex,O,O,0
then,O,O,0
lol,O,O,0
I,O,O,0
call,O,O,0
my,O,O,0
dad,O,O,0
and,O,O,0
this,O,O,0
dude,O,O,0
is,O,O,0
blasting,O,O,0
music,O,O,0
.,O,O,0
I,O,O,0
ca,O,O,0
nt,O,O,0
understand,O,O,0
him,O,O,0
and,O,O,0
he,O,O,0
keeps,O,O,0
saying,O,O,0
"""",O,O,0
what,O,O,0
?,O,O,0
"""",O,O,0
.,O,O,0
Does,O,O,0
n't,O,O,0
that,O,O,0
mean,O,O,0
turn,O,O,0
down,O,O,0
the,O,O,0
music,O,O,0
?,O,O,0
=_=,O,O,0
I,O,O,0
do,O,O,0
n't,O,O,0
mean,O,O,0
to,O,O,0
stay,O,O,0
awake,O,O,0
at,O,O,0
this,O,O,0
hour,O,O,0
.,O,O,0
But,O,O,0
that,O,O,0
is,O,O,0
what,O,O,0
the,O,O,0
poorest,O,O,0
of,O,O,0
all,O,O,0
network,O,O,0
would,O,O,0
do,O,O,0
you,O,O,0
when,O,O,0
you,O,O,0
try,O,O,0
to,O,O,0
download,O,O,0
!,O,O,0
I,O,O,0
do,O,O,0
n't,O,O,0
see,O,O,0
how,O,O,0
a,O,O,0
pumpkin,O,O,0
patch,O,O,0
can,O,O,0
be,O,O,0
more,O,O,0
sincere,O,O,0
than,O,O,0
this,O,O,0
one,O,O,0
I,O,O,0
do,O,O,0
n't,O,O,0
want,O,O,0
any,O,O,0
of,O,O,0
these,O,O,0
people,O,O,0
in,O,O,0
my,O,O,0
house,O,O,0
right,O,O,0
now,O,O,0
",",O,O,0
do,O,O,0
n't,O,O,0
have,O,O,0
anything,O,O,0
to,O,O,0
talk,O,O,0
about,O,O,0
",",O,O,0
going,O,O,0
to,O,O,0
bed,O,O,0
I,O,O,0
forgot,O,O,0
just,O,O,0
how,O,O,0
good,O,O,0
Molson,ORG,PER,1
Golden,ORG,PER,1
truly,O,O,0
is,O,O,0
......,O,O,0
Thanks,O,O,0
TIm,O,O,0
O,O,O,0
I,O,O,0
hate,O,O,0
how,O,O,0
I,O,O,0
am,O,O,0
sometimes,O,O,0
",",O,O,0
it,O,O,0
really,O,O,0
sucks,O,O,0
and,O,O,0
I,O,O,0
over,O,O,0
think,O,O,0
.,O,O,0
I,O,O,0
made,O,O,0
$,O,O,0
300,O,O,0
.,O,O,0
That,O,O,0
is,O,O,0
on,O,O,0
top,O,O,0
of,O,O,0
the,O,O,0
$,O,O,0
550,O,O,0
I,O,O,0
've,O,O,0
made,O,O,0
earlier,O,O,0
on,O,O,0
this,O,O,0
trip,O,O,0
.,O,O,0
Not,O,O,0
bad,O,O,0
if,O,O,0
I,O,O,0
do,O,O,0
say,O,O,0
so,O,O,0
myself,O,O,0
.,O,O,0
I,O,O,0
posted,O,O,0
11,O,O,0
photos,O,O,0
on,O,O,0
Facebook,ORG,ORG,0
in,O,O,0
the,O,O,0
album,O,O,0
"""",O,O,0
October,O,O,0
26,O,O,0
",",O,O,0
2010,O,O,0
"""",O,O,0
URL67,O,O,0
I,O,O,0
think,O,O,0
I,O,O,0
do,O,O,0
+_O,O,O,0
"""",O,O,0
you,O,O,0
're,O,O,0
sick,O,O,0
"""",O,O,0
RT,O,O,0
@USER878,O,O,0
:,O,O,0
Lmao,O,O,0
u,O,O,0
do,O,O,0
n,O,O,0
even,O,O,0
know,O,O,0
what,O,O,0
that,O,O,0
means,O,O,0
RT,O,O,0
@USER862,O,O,0
:,O,O,0
Lol,O,O,0
nawe,O,O,0
lol,O,O,0
RT,O,O,0
I,O,O,0
think,O,O,0
jawn,O,O,0
was,O,O,0
tryna,O,O,0
be,O,O,0
smart,O,O,0
talk'n,O,O,0
bout,O,O,0
da,O,O,0
baul,O,O,0
little,O,O,0
do,O,O,0
she,O,O,0
know,O,O,0
I,O,O,0
d,O,O,0
nt,O,O,0
give,O,O,0
two,O,O,0
shits,O,O,0
about,O,O,0
none,O,O,0
of,O,O,0
these,O,O,0
Cheyney,O,ORG,1
boy,O,ORG,1
's,O,O,0
.,O,O,0
I,O,O,0
wan,O,O,0
na,O,O,0
do,O,O,0
something,O,O,0
tonight,O,O,0
.,O,O,0
I,O,O,0
want,O,O,0
Brazilian,MISC,MISC,0
food,O,O,0
If,O,O,0
you,O,O,0
can,O,O,0
see,O,O,0
only,O,O,0
one,O,O,0
Darfur,LOC,MISC,1
documentary,O,O,0
this,O,O,0
year,O,O,0
",",O,O,0
I,O,O,0
recommend,O,O,0
The,MISC,MISC,0
Devil,MISC,MISC,0
Came,MISC,O,1
on,MISC,O,1
Horseback,MISC,ORG,1
.,O,O,0
URL2,O,O,0
It,O,O,0
's,O,O,0
raining,O,O,0
!!,O,O,0
,O,O,0
It,O,O,0
s,O,O,0
the,O,O,0
little,O,O,0
things,O,O,0
that,O,O,0
strengthen,O,O,0
my,O,O,0
tiny,O,O,0
wings,O,O,0
.,O,O,0
Know,O,O,0
the,O,O,0
Professionals,O,O,0
",",O,O,0
Information,O,O,0
and,O,O,0
facts,O,O,0
on,O,O,0
Cosmetic,O,O,0
Dentist,O,O,0
Procedures,O,O,0
and,O,O,0
Treatments,O,O,0
:,O,O,0
Anybody,O,O,0
unfamiliar,O,O,0
...,O,O,0
URL50,O,O,0
Lol,O,O,0
welcome,O,O,0
to,O,O,0
Twitter,ORG,ORG,0
@USER2290,O,O,0
Lorex,ORG,ORG,0
LW2003,O,ORG,1
LIVE,O,O,0
snap,O,O,0
Video,O,O,0
Baby,O,O,0
Monitor,O,O,0
(,O,O,0
White,O,O,0
),O,O,0
:,O,O,0
Get,O,O,0
The,O,O,0
Lowest,O,O,0
Prices,O,O,0
On,O,O,0
NEW,O,O,0
Lorex,ORG,ORG,0
LW2003,O,O,0
LIVE,O,O,0
snap,O,O,0
Video,O,O,0
Bab,O,O,0
...,O,O,0
URL41,O,O,0
MATCHES,O,O,0
YA,O,O,0
FACE,O,O,0
SO,O,O,0
YOU,O,O,0
COOL,O,O,0
.,O,O,0
RT,O,O,0
@USER1964,O,O,0
:,O,O,0
@USER127,O,O,0
it,O,O,0
s,O,O,0
growing,O,O,0
but,O,O,0
it,O,O,0
s,O,O,0
at,O,O,0
this,O,O,0
ugly,O,O,0
stage,O,O,0
:(,O,O,0
Me,O,O,0
too,O,O,0
",",O,O,0
me,O,O,0
too,O,O,0
",",O,O,0
me,O,O,0
too,O,O,0
RT,O,O,0
@USER1524,O,O,0
@USER2374,O,O,0
i,O,O,0
hope,O,O,0
u,O,O,0
come,O,O,0
i,O,O,0
hope,O,O,0
u,O,O,0
come,O,O,0
i,O,O,0
hope,O,O,0
u,O,O,0
come,O,O,0
My,O,O,0
book,O,O,0
trailer,O,O,0
-,O,O,0
WORST,O,O,0
SINGING,O,O,0
EVER,O,O,0
!,O,O,0
YAY,O,O,0
!,O,O,0
:,O,O,0
URL147,O,O,0
My,O,O,0
friends,O,O,0
category,O,O,0
is,O,O,0
odd,O,O,0
again,O,O,0
-.-,O,O,0
New,O,O,0
FC,MISC,O,1
Menu,MISC,O,1
Utility,MISC,O,1
2.0,MISC,O,1
#apple,O,O,0
URL138,O,O,0
New,O,O,0
NC,LOC,LOC,0
Highway,O,O,0
Signs,O,O,0
Welcome,O,O,0
Motorists,O,O,0
To,O,O,0
"""",O,O,0
Most,O,O,0
Military,O,O,0
Friendly,O,O,0
State,O,O,0
"""",O,O,0
:,O,O,0
New,O,O,0
signs,O,O,0
going,O,O,0
up,O,O,0
on,O,O,0
the,O,O,0
major,O,O,0
highways,O,O,0
...,O,O,0
URL37,O,O,0
Noo,O,O,0
it,O,O,0
s,O,O,0
not,O,O,0
cuss,O,O,0
you,O,O,0
have,O,O,0
swag,O,O,0
andd,O,O,0
you,O,O,0
wo,O,O,0
nt,O,O,0
look,O,O,0
dumb,O,O,0
!,O,O,0
@USER2646,O,O,0
!!,O,O,0
Northrop,ORG,ORG,0
Grumman,ORG,ORG,0
3Q,O,O,0
profit,O,O,0
rises,O,O,0
",",O,O,0
boosts,O,O,0
forecast,O,O,0
(,O,O,0
AP,O,O,0
),O,O,0
:,O,O,0
AP,O,ORG,1
-,O,O,0
Defense,O,O,0
contractor,O,O,0
Northrop,ORG,ORG,0
Grumman,ORG,ORG,0
Corp.,ORG,O,1
say,O,O,0
...,O,O,0
URL24,O,O,0
Not,O,O,0
too,O,O,0
bad,O,O,0
for,O,O,0
missing,O,O,0
two,O,O,0
labs,O,O,0
before,O,O,0
that,O,O,0
!,O,O,0
On,O,O,0
eve,O,O,0
of,O,O,0
UFC,ORG,ORG,0
debut,O,O,0
",",O,O,0
James,PER,PER,0
Toney,PER,PER,0
learned,O,O,0
of,O,O,0
IRS,ORG,ORG,0
lien,O,O,0
",",O,O,0
fight,O,O,0
purse,O,O,0
withheld,O,O,0
URL177,O,O,0
Oo,O,O,0
yeaa,O,O,0
ii,O,O,0
hear,O,O,0
thunda,O,O,0
!,O,O,0
Rainnn,O,O,0
kum,O,O,0
onnnnnn,O,O,0
Pain,O,O,0
is,O,O,0
pleasure,O,O,0
People,O,O,0
in,O,O,0
school,O,O,0
thought,O,O,0
my,O,O,0
shoes,O,O,0
were,O,O,0
so,O,O,0
sick,O,O,0
today,O,O,0
.,O,O,0
alala,O,O,0
.,O,O,0
Robert,PER,PER,0
wanted,O,O,0
to,O,O,0
take,O,O,0
them,O,O,0
:)),O,O,0
and,O,O,0
Jack,PER,PER,0
and,O,O,0
Craig,PER,PER,0
tried,O,O,0
to,O,O,0
wear,O,O,0
it,O,O,0
.,O,O,0
fun,O,O,0
day,O,O,0
.,O,O,0
Phoooonneeeeeeeeee,O,O,0
with,O,O,0
my,O,O,0
wife,O,O,0
!,O,O,0
Pretty,O,O,0
simple,O,O,0
actually,O,O,0
.,O,O,0
-,O,O,0
The,O,O,0
DataContext,O,O,0
will,O,O,0
tunnel,O,O,0
down,O,O,0
to,O,O,0
controls,O,O,0
below,O,O,0
it,O,O,0
in,O,O,0
the,O,O,0
tree,O,O,0
.,O,O,0
-,O,O,0
The,O,O,0
ListBox,O,O,0
...,O,O,0
URL31,O,O,0
#WPF,O,O,0
#2010,O,O,0
Public,O,O,0
and,O,O,0
private,O,O,0
jobs,O,O,0
|,O,O,0
Angry,PER,ORG,1
Bear,PER,ORG,1
:,O,O,0
The,O,O,0
wife,O,O,0
and,O,O,0
I,O,O,0
used,O,O,0
to,O,O,0
work,O,O,0
retail,O,O,0
for,O,O,0
the,O,O,0
California,ORG,LOC,1
State,ORG,LOC,1
Parks,ORG,LOC,1
.,O,O,0
If,O,O,0
our,O,O,0
pa,O,O,0
...,O,O,0
URL18,O,O,0
Q,O,O,0
:,O,O,0
So,O,O,0
",",O,O,0
if,O,O,0
I,O,O,0
may,O,O,0
ask,O,O,0
",",O,O,0
how,O,O,0
would,O,O,0
we,O,O,0
"""",O,O,0
meet,O,O,0
u,O,O,0
...,O,O,0
A,O,O,0
:,O,O,0
Lol,O,O,0
.,O,O,0
I,O,O,0
have,O,O,0
no,O,O,0
clue,O,O,0
and,O,O,0
yes,O,O,0
I,O,O,0
would,O,O,0
",",O,O,0
i,O,O,0
...,O,O,0
:,O,O,0
URL210,O,O,0
RT,O,O,0
@USER93,O,O,0
:,O,O,0
@USER1691,O,O,0
@USER1809,O,O,0
@USER2600,O,O,0
@USER2628,O,O,0
Chck,O,O,0
out,O,O,0
I,O,O,0
CAN,O,O,0
RAP,O,O,0
!,O,O,0
URL216,O,O,0
&,O,O,0
the,O,O,0
TAKEOVER,O,O,0
!,O,O,0
URL214,O,O,0
...,O,O,0
RT,O,O,0
@USER237,O,O,0
:,O,O,0
d-town,O,O,0
!,O,O,0
RT,O,O,0
@USER243,O,O,0
:,O,O,0
Bruno,PER,PER,0
Mars,PER,PER,0
hates,O,O,0
it,O,O,0
when,O,O,0
cameramen,O,O,0
zoom,O,O,0
in,O,O,0
too,O,O,0
close,O,O,0
.,O,O,0
#CelebsFacts,O,O,0
RT,O,O,0
@USER337,O,O,0
:,O,O,0
I,O,O,0
just,O,O,0
missed,O,O,0
the,O,O,0
best,O,O,0
twitpic,O,ORG,1
opportunity,O,O,0
smh,O,O,0
..,O,O,0
This,O,O,0
nigga,O,O,0
was,O,O,0
bald,O,O,0
all,O,O,0
over,O,O,0
but,O,O,0
had,O,O,0
a,O,O,0
pony,O,O,0
tail,O,O,0
of,O,O,0
dreads,O,O,0
lol,O,O,0
<-,O,O,0
,O,O,0
RT,O,O,0
@USER410,O,O,0
:,O,O,0
Staring,O,O,0
at,O,O,0
a,O,O,0
hot,O,O,0
guy,O,O,0
and,O,O,0
thinking,O,O,0
...,O,O,0
We,O,O,0
are,O,O,0
going,O,O,0
to,O,O,0
make,O,O,0
beautiful,O,O,0
babies,O,O,0
.,O,O,0
RT,O,O,0
@USER465,O,O,0
:,O,O,0
Damn,O,O,0
",",O,O,0
when,O,O,0
u,O,O,0
hit,O,O,0
your,O,O,0
toe,O,O,0
on,O,O,0
the,O,O,0
door,O,O,0
you,O,O,0
wan,O,O,0
na,O,O,0
say,O,O,0
every,O,O,0
cuss,O,O,0
word,O,O,0
you,O,O,0
know,O,O,0
RT,O,O,0
@USER521,O,O,0
:,O,O,0
"""",O,O,0
Do,O,O,0
what,O,O,0
you,O,O,0
can,O,O,0
",",O,O,0
with,O,O,0
what,O,O,0
you,O,O,0
have,O,O,0
",",O,O,0
where,O,O,0
you,O,O,0
are,O,O,0
.,O,O,0
"""",O,O,0
-,O,O,0
Theodore,PER,PER,0
Roosevelt,PER,PER,0
RT,O,O,0
@USER887,O,O,0
:,O,O,0
when,O,O,0
in,O,O,0
a,O,O,0
relationship,O,O,0
You,O,O,0
need,O,O,0
to,O,O,0
understand,O,O,0
the,O,O,0
other,O,O,0
person,O,O,0
feelings,O,O,0
besides,O,O,0
yours,O,O,0
.,O,O,0
RT,O,O,0
@USER951,O,O,0
:,O,O,0
Just,O,O,0
seen,O,O,0
one,O,O,0
of,O,O,0
my,O,O,0
favorite,O,O,0
people,O,O,0
@USER1297,O,O,0
...,O,O,0
I,O,O,0
love,O,O,0
her,O,O,0
I,O,O,0
swear,O,O,0
.,O,O,0
Muah,O,O,0
!,O,O,0
**,O,O,0
awwyyy,O,O,0
!,O,O,0
Me,O,O,0
heart,O,O,0
yu,O,O,0
4x,O,O,0
more,O,O,0
loveeee,O,O,0
!,O,O,0
RT,O,O,0
@USER1119,O,O,0
:,O,O,0
I,O,O,0
wish,O,O,0
someone,O,O,0
would,O,O,0
have,O,O,0
told,O,O,0
me,O,O,0
that,O,O,0
it,O,O,0
's,O,O,0
okay,O,O,0
to,O,O,0
cry,O,O,0
over,O,O,0
nothing,O,O,0
and,O,O,0
everything,O,O,0
for,O,O,0
a,O,O,0
little,O,O,0
while,O,O,0
.,O,O,0
#HuggiesMom,O,O,0
RT,O,O,0
@USER1135,O,O,0
:,O,O,0
Billionaires,O,O,0
/,O,O,0
CEOs,O,O,0
throwing,O,O,0
massive,O,O,0
$$$,O,O,0
into,O,O,0
front,O,O,0
Orgs,O,O,0
since,O,O,0
Citizens,ORG,ORG,0
United,ORG,ORG,0
.,O,O,0
They,O,O,0
plan,O,O,0
to,O,O,0
BUY,O,MISC,1
America,MISC,MISC,0
Gov't,O,MISC,1
in,O,O,0
201,O,O,0
...,O,O,0
RT,O,O,0
@USER1191,O,O,0
:,O,O,0
I,O,O,0
never,O,O,0
bought,O,O,0
candy,O,O,0
bars,O,O,0
from,O,O,0
those,O,O,0
kids,O,O,0
on,O,O,0
my,O,O,0
doorstep,O,O,0
so,O,O,0
I,O,O,0
guess,O,O,0
they,O,O,0
’re,O,O,0
all,O,O,0
in,O,O,0
gangs,O,O,0
now,O,O,0
.,O,O,0
RT,O,O,0
@USER1226,O,O,0
:,O,O,0
@USER1642,O,O,0
lol,O,O,0
you,O,O,0
know,O,O,0
i,O,O,0
m,O,O,0
down,O,O,0
like,O,O,0
4,O,O,0
flats,O,O,0
on,O,O,0
a,O,O,0
cadillac,O,O,0
...,O,O,0
lol,O,O,0
wut,O,O,0
it,O,O,0
do,O,O,0
??,O,O,0
||,O,O,0
Haha,O,O,0
!,O,O,0
love,O,O,0
it,O,O,0
RT,O,O,0
@USER1233,O,O,0
:,O,O,0
Eat,O,O,0
that,O,O,0
pussc,O,O,0
like,O,O,0
cold,O,O,0
pizza,O,O,0
lol,O,O,0
RT,O,O,0
@USER1388,O,O,0
:,O,O,0
I,O,O,0
rather,O,O,0
watch,O,O,0
water,O,O,0
boil,O,O,0
......,O,O,0
RT,O,O,0
@USER1438,O,O,0
:,O,O,0
#Quote,O,O,0
of,O,O,0
the,O,O,0
day,O,O,0
:,O,O,0
"""",O,O,0
Fear,O,O,0
is,O,O,0
just,O,O,0
as,O,O,0
contagious,O,O,0
as,O,O,0
courage,O,O,0
.,O,O,0
Your,O,O,0
choice,O,O,0
.,O,O,0
"""",O,O,0
RT,O,O,0
@USER1497,O,O,0
:,O,O,0
You,O,O,0
aint,O,O,0
sh*t,O,O,0
.,O,O,0
RT,O,O,0
@USER1583,O,O,0
:,O,O,0
you,O,O,0
do,O,O,0
nt,O,O,0
know,O,O,0
shit,O,O,0
",",O,O,0
about,O,O,0
shit,O,O,0
RT,O,O,0
@USER1594,O,O,0
:,O,O,0
#nsnweekend,O,O,0
how,O,O,0
can,O,O,0
people,O,O,0
choose,O,O,0
there,O,O,0
favourite,O,O,0
performance,O,O,0
",",O,O,0
the,O,O,0
whole,O,O,0
thing,O,O,0
was,O,O,0
perfect,O,O,0
!,O,O,0
RT,O,O,0
@USER1818,O,O,0
:,O,O,0
Home,O,O,0
Opener,O,O,0
is,O,O,0
2,O,O,0
days,O,O,0
away,O,O,0
.,O,O,0
Need,O,O,0
a,O,O,0
costume,O,O,0
?,O,O,0
1st,O,O,0
5000,O,O,0
fans,O,O,0
get,O,O,0
a,O,O,0
Halloween,MISC,O,1
black,O,O,0
&,O,O,0
orange,O,O,0
@USER146,O,O,0
yth,O,O,0
jersey,O,O,0
URL0,O,O,0
...,O,O,0
RT,O,O,0
@USER1826,O,O,0
:,O,O,0
Tonight,O,O,0
I,O,O,0
'm,O,O,0
at,O,O,0
Club,LOC,LOC,0
West,LOC,LOC,0
in,O,O,0
San,LOC,LOC,0
Antonio,LOC,LOC,0
...,O,O,0
This,O,O,0
is,O,O,0
what,O,O,0
it,O,O,0
was,O,O,0
like,O,O,0
the,O,O,0
last,O,O,0
time,O,O,0
I,O,O,0
was,O,O,0
there,O,O,0
.,O,O,0
(,O,O,0
cont,O,O,0
),O,O,0
URL182,O,O,0
RT,O,O,0
@USER1992,O,O,0
:,O,O,0
When,O,O,0
life,O,O,0
gives,O,O,0
you,O,O,0
a,O,O,0
hundred,O,O,0
reasons,O,O,0
to,O,O,0
cry,O,O,0
",",O,O,0
stay,O,O,0
strong,O,O,0
!,O,O,0
Show,O,O,0
life,O,O,0
that,O,O,0
you,O,O,0
have,O,O,0
a,O,O,0
thousand,O,O,0
reasons,O,O,0
to,O,O,0
smile,O,O,0
.,O,O,0
-,O,O,0
Unknown,O,O,0
RT,O,O,0
@USER2314,O,O,0
:,O,O,0
Seeing,O,O,0
warped,MISC,O,1
tour,MISC,O,1
ads,O,O,0
everywhere,O,O,0
makes,O,O,0
me,O,O,0
want,O,O,0
to,O,O,0
cry,O,O,0
.,O,O,0
My,O,O,0
favorite,O,O,0
bands,O,O,0
are,O,O,0
having,O,O,0
signings,O,O,0
and,O,O,0
it,O,O,0
s,O,O,0
killing,O,O,0
me,O,O,0
alfhak,O,O,0
RT,O,O,0
@USER2484,O,O,0
:,O,O,0
"""",O,O,0
Daddy,O,O,0
",",O,O,0
what,O,O,0
are,O,O,0
THESE,O,O,0
?,O,O,0
Can,O,O,0
I,O,O,0
have,O,O,0
one,O,O,0
?,O,O,0
These,O,O,0
.,O,O,0
Are,O,O,0
.,O,O,0
AWESOME,O,O,0
!!,O,O,0
"""",O,O,0
Louis,PER,PER,0
",",O,O,0
9,O,O,0
",",O,O,0
finding,O,O,0
a,O,O,0
VHS,O,O,0
.,O,O,0
Say,O,O,0
Anything,O,O,0
with,O,O,0
boyfriend,O,O,0
.,O,O,0
:)),O,O,0
Security,O,O,0
Clearance,O,O,0
|,O,O,0
Systems,O,O,0
Admin,O,O,0
-,O,O,0
Integrated,O,O,0
Exploitation,O,O,0
Capability,O,O,0
(,O,O,0
IEC,O,ORG,1
),O,O,0
-,O,O,0
Lentech,ORG,ORG,0
",",O,O,0
Inc.,ORG,O,1
-,O,O,0
St,O,O,0
....,O,O,0
URL25,O,O,0
#missouri,O,O,0
#jobs,O,O,0
Self,O,O,0
control,O,O,0
app,O,O,0
again,O,O,0
.,O,O,0
Geniusness,O,O,0
.,O,O,0
So,O,O,0
I,O,O,0
told,O,O,0
@USER1847,O,O,0
I,O,O,0
was,O,O,0
gon,O,O,0
na,O,O,0
tweet,O,O,0
from,O,O,0
my,O,O,0
gate,O,O,0
",",O,O,0
this,O,O,0
is,O,O,0
my,O,O,0
tweet,O,O,0
",",O,O,0
there,O,O,0
's,O,O,0
some,O,O,0
cute,O,O,0
guys,O,O,0
in,O,O,0
hereee,O,O,0
.,O,O,0
Hollaaaaa,O,O,0
So,O,O,0
supernatural,O,O,0
.,O,O,0
Actual,O,O,0
and,O,O,0
factual,O,O,0
.,O,O,0
Unstoppable,O,O,0
",",O,O,0
I,O,O,0
'm,O,O,0
possibly,O,O,0
the,O,O,0
illest,O,O,0
possibility,O,O,0
.,O,O,0
TCA,ORG,ORG,0
to,O,O,0
play,O,O,0
for,O,O,0
Colorado,MISC,LOC,1
3A,MISC,O,1
women,MISC,O,1
's,MISC,O,1
soccer,MISC,O,1
championship,MISC,O,1
.,O,O,0
#charterschool,O,O,0
#tca,O,O,0
#soccer,O,O,0
THE,O,O,0
HEAT,O,O,0
WO,O,O,0
N'T,O,O,0
BE,O,O,0
READY,O,O,0
ITIL,O,O,0
JANUARY,O,O,0
BUT,O,O,0
WE,O,O,0
WILL,O,O,0
TRUE,MISC,O,1
BLOOD,MISC,O,1
tonight,O,O,0
...,O,O,0
still,O,O,0
not,O,O,0
sure,O,O,0
I,O,O,0
am,O,O,0
gon,O,O,0
na,O,O,0
like,O,O,0
the,O,O,0
new,O,O,0
XANADU,MISC,ORG,1
style,O,O,0
storyline,O,O,0
they,O,O,0
are,O,O,0
getting,O,O,0
into,O,O,0
...,O,O,0
URL47,O,O,0
The,O,O,0
50,O,O,0
%,O,O,0
Return,O,O,0
Method,O,O,0
Billionaire,O,O,0
Investor,O,O,0
Warren,PER,O,1
Buffet,PER,O,1
Wishes,O,O,0
He,O,O,0
Could,O,O,0
Use,O,O,0
",",O,O,0
You,O,O,0
Can,O,O,0
Use,O,O,0
!,O,O,0
URL159,O,O,0
Traffic,O,O,0
Generation,O,O,0
Strategy,O,O,0
:,O,O,0
How,O,O,0
to,O,O,0
Make,O,O,0
Any,O,O,0
Contest,O,O,0
a,O,O,0
Slam,O,O,0
-,O,O,0
Dunk,O,O,0
:,O,O,0
URL10,O,O,0
Twitter,ORG,ORG,0
off#,O,O,0
Ugh,O,O,0
i,O,O,0
need,O,O,0
a,O,O,0
new,O,O,0
phone,O,O,0
>:I,O,O,0
ay,O,O,0
!,O,O,0
Umm,O,O,0
@USER1404,O,O,0
took,O,O,0
away,O,O,0
my,O,O,0
favorites,O,O,0
and,O,O,0
my,O,O,0
Dm,O,O,0
's,O,O,0
from,O,O,0
Aaron,PER,PER,0
!,O,O,0
Lol,O,O,0
Naw,O,O,0
this,O,O,0
is,O,O,0
serious,O,O,0
!,O,O,0
and,O,O,0
slackness,O,O,0
.,O,O,0
Upcoming,O,O,0
rap,O,O,0
artist,O,O,0
?,O,O,0
OMFG,O,O,0
!!,O,O,0
I,O,O,0
do,O,O,0
n't,O,O,0
think,O,O,0
so,O,O,0
URL9,O,O,0
!,O,O,0
Chuck,PER,PER,0
Norris,PER,PER,0
Starbucks,ORG,O,1
iPod,O,MISC,1
Washing,O,O,0
my,O,O,0
motorcycle,O,O,0
Welcome,O,O,0
to,O,O,0
our,O,O,0
twitter,ORG,ORG,0
page,O,O,0
!,O,O,0
Here,O,O,0
we,O,O,0
will,O,O,0
update,O,O,0
you,O,O,0
with,O,O,0
our,O,O,0
weekly,O,O,0
specials,O,O,0
and,O,O,0
monthly,O,O,0
giveaways,O,O,0
!,O,O,0
What,O,O,0
should,O,O,0
be,O,O,0
the,O,O,0
length,O,O,0
of,O,O,0
your,O,O,0
#maternity,O,O,0
#wear,O,O,0
?,O,O,0
-part,O,O,0
I,O,O,0
URL52,O,O,0
Whooaaaa,O,O,0
bro,O,O,0
these,O,O,0
CELTICS,ORG,ORG,0
are,O,O,0
god,O,O,0
dammmm,O,O,0
babies,O,O,0
!!!,O,O,0
MAN,O,O,0
UP,O,O,0
Wo,O,O,0
nt,O,O,0
let,O,O,0
that,O,O,0
ruin,O,O,0
my,O,O,0
night,O,O,0
tho,O,O,0
...,O,O,0
i,O,O,0
m,O,O,0
not,O,O,0
#goingtobedangry,O,O,0
Word,O,O,0
I,O,O,0
'm,O,O,0
bout,O,O,0
to,O,O,0
holla,O,O,0
at,O,O,0
her,O,O,0
via,O,O,0
twitter,ORG,ORG,0
RT,O,O,0
@USER1971,O,O,0
:,O,O,0
#trushit,O,O,0
-,O,O,0
i,O,O,0
m,O,O,0
tryna,O,O,0
fucc,O,O,0
nicki,PER,PER,0
minaj,PER,PER,0
lol,O,O,0
Wow,O,O,0
deep,O,O,0
lyrics,O,O,0
"""",O,O,0
when,O,O,0
you,O,O,0
smile,O,O,0
I,O,O,0
smile,O,O,0
"""",O,O,0
Wow,O,O,0
stuck,O,O,0
my,O,O,0
hand,O,O,0
in,O,O,0
his,O,O,0
cage,O,O,0
and,O,O,0
he,O,O,0
ran,O,O,0
and,O,O,0
hid,O,O,0
in,O,O,0
his,O,O,0
tubes,O,O,0
/:,O,O,0
answer,O,O,0
:,O,O,0
spouting,O,O,0
",",O,O,0
@USER2570,O,O,0
8/388,O,O,0
points,O,O,0
",",O,O,0
meaning,O,O,0
:,O,O,0
URL71,O,O,0
enjoys,O,O,0
a,O,O,0
good,O,O,0
Snog,O,MISC,1
at,O,O,0
lunchtime,O,O,0
.,O,O,0
going,O,O,0
through,O,O,0
my,O,O,0
flickr,ORG,ORG,0
..,O,O,0
just,O,O,0
thought,O,O,0
i,O,O,0
d,O,O,0
re-share,O,O,0
my,O,O,0
fave,O,O,0
pic,O,O,0
of,O,O,0
@USER2542,O,O,0
from,O,O,0
toronto,LOC,LOC,0
warped,O,O,0
.,O,O,0
URL68,O,O,0
<3,O,O,0
it,O,O,0
s,O,O,0
sad,O,O,0
that,O,O,0
i,O,O,0
m,O,O,0
just,O,O,0
now,O,O,0
watching,O,O,0
the,O,O,0
Britney,PER,PER,0
#Glee,O,PER,1
episode,O,O,0
",",O,O,0
smh,O,O,0
jk,O,O,0
one,O,O,0
more,O,O,0
.,O,O,0
